"order_id","order_date","customer_name","customer_city","product_name","category_name","brand_name","quantity","list_price","discount","store_name","staff_name"
15,"2016-01-09","Ellsworth Michael","Carmel","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",2,299.99,0.20,"Baldwin Bikes","Venita Daniel"
16,"2016-01-12","Lea Key","Banning","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.20,"Santa Cruz Bikes","Genna Serrano"
16,"2016-01-12","Lea Key","Banning","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",1,269.99,0.05,"Santa Cruz Bikes","Genna Serrano"
16,"2016-01-12","Lea Key","Banning","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",2,269.99,0.07,"Santa Cruz Bikes","Genna Serrano"
16,"2016-01-12","Lea Key","Banning","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.07,"Santa Cruz Bikes","Genna Serrano"
17,"2016-01-12","Sindy Anderson","Pomona","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.07,"Santa Cruz Bikes","Genna Serrano"
17,"2016-01-12","Sindy Anderson","Pomona","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",1,299.99,0.10,"Santa Cruz Bikes","Genna Serrano"
17,"2016-01-12","Sindy Anderson","Pomona","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.10,"Santa Cruz Bikes","Genna Serrano"
17,"2016-01-12","Sindy Anderson","Pomona","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",2,599.99,0.20,"Santa Cruz Bikes","Genna Serrano"
18,"2016-01-14","Lanita Burton","Coachella","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",2,749.99,0.20,"Santa Cruz Bikes","Genna Serrano"
18,"2016-01-14","Lanita Burton","Coachella","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.05,"Santa Cruz Bikes","Genna Serrano"
18,"2016-01-14","Lanita Burton","Coachella","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",1,3999.99,0.10,"Santa Cruz Bikes","Genna Serrano"
18,"2016-01-14","Lanita Burton","Coachella","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",2,499.99,0.05,"Santa Cruz Bikes","Genna Serrano"
18,"2016-01-14","Lanita Burton","Coachella","Trek Conduit+ - 2016","Electric Bikes","Trek",2,2999.99,0.10,"Santa Cruz Bikes","Genna Serrano"
19,"2016-01-14","Norine Huffman","Encino","Surly Straggler - 2016","Cyclocross Bicycles","Surly",1,1549.00,0.07,"Santa Cruz Bikes","Mireya Copeland"
19,"2016-01-14","Norine Huffman","Encino","Trek Conduit+ - 2016","Electric Bikes","Trek",2,2999.99,0.20,"Santa Cruz Bikes","Mireya Copeland"
20,"2016-01-14","Randee Pitts","Canyon Country","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.07,"Santa Cruz Bikes","Mireya Copeland"
20,"2016-01-14","Randee Pitts","Canyon Country","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.07,"Santa Cruz Bikes","Mireya Copeland"
21,"2016-01-15","Neoma Daugherty","Mount Vernon","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.05,"Baldwin Bikes","Marcelene Boyer"
21,"2016-01-15","Neoma Daugherty","Mount Vernon","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,429.00,0.10,"Baldwin Bikes","Marcelene Boyer"
21,"2016-01-15","Neoma Daugherty","Mount Vernon","Surly Straggler - 2016","Cyclocross Bicycles","Surly",1,1549.00,0.07,"Baldwin Bikes","Marcelene Boyer"
22,"2016-01-16","Tangela Hurley","Campbell","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",2,529.99,0.20,"Santa Cruz Bikes","Mireya Copeland"
22,"2016-01-16","Tangela Hurley","Campbell","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.05,"Santa Cruz Bikes","Mireya Copeland"
23,"2016-01-16","Drucilla Gilliam","Santa Clara","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",2,2899.99,0.05,"Santa Cruz Bikes","Mireya Copeland"
23,"2016-01-16","Drucilla Gilliam","Santa Clara","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",2,299.99,0.10,"Santa Cruz Bikes","Mireya Copeland"
23,"2016-01-16","Drucilla Gilliam","Santa Clara","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.20,"Santa Cruz Bikes","Mireya Copeland"
24,"2016-01-18","Ashton Lott","Floral Park","Surly Wednesday Frameset - 2016","Mountain Bikes","Surly",2,999.99,0.10,"Baldwin Bikes","Venita Daniel"
24,"2016-01-18","Ashton Lott","Floral Park","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.07,"Baldwin Bikes","Venita Daniel"
25,"2016-01-18","Sam Lester","Baldwin","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",2,299.99,0.20,"Baldwin Bikes","Marcelene Boyer"
25,"2016-01-18","Sam Lester","Baldwin","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.20,"Baldwin Bikes","Marcelene Boyer"
25,"2016-01-18","Sam Lester","Baldwin","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.20,"Baldwin Bikes","Marcelene Boyer"
25,"2016-01-18","Sam Lester","Baldwin","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",1,269.99,0.20,"Baldwin Bikes","Marcelene Boyer"
25,"2016-01-18","Sam Lester","Baldwin","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",1,269.99,0.10,"Baldwin Bikes","Marcelene Boyer"
26,"2016-01-18","Jackeline Colon","Wappingers Falls","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",1,3999.99,0.05,"Baldwin Bikes","Venita Daniel"
26,"2016-01-18","Jackeline Colon","Wappingers Falls","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Ritchey",1,749.99,0.20,"Baldwin Bikes","Venita Daniel"
26,"2016-01-18","Jackeline Colon","Wappingers Falls","Electra Townie Original 21D - 2016","Cruisers Bicycles","Electra",1,549.99,0.20,"Baldwin Bikes","Venita Daniel"
26,"2016-01-18","Jackeline Colon","Wappingers Falls","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.07,"Baldwin Bikes","Venita Daniel"
27,"2016-01-19","Pamala Henry","Bronx","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.20,"Baldwin Bikes","Venita Daniel"
27,"2016-01-19","Pamala Henry","Bronx","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.20,"Baldwin Bikes","Venita Daniel"
27,"2016-01-19","Pamala Henry","Bronx","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",2,599.99,0.07,"Baldwin Bikes","Venita Daniel"
27,"2016-01-19","Pamala Henry","Bronx","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.07,"Baldwin Bikes","Venita Daniel"
28,"2016-01-19","Eleni Gordon","Richmond Hill","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.05,"Baldwin Bikes","Marcelene Boyer"
28,"2016-01-19","Eleni Gordon","Richmond Hill","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",2,3999.99,0.20,"Baldwin Bikes","Marcelene Boyer"
28,"2016-01-19","Eleni Gordon","Richmond Hill","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",2,269.99,0.10,"Baldwin Bikes","Marcelene Boyer"
28,"2016-01-19","Eleni Gordon","Richmond Hill","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",1,469.99,0.05,"Baldwin Bikes","Marcelene Boyer"
29,"2016-01-20","Laureen Barry","Orchard Park","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",2,549.99,0.05,"Baldwin Bikes","Marcelene Boyer"
29,"2016-01-20","Laureen Barry","Orchard Park","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",1,469.99,0.20,"Baldwin Bikes","Marcelene Boyer"
29,"2016-01-20","Laureen Barry","Orchard Park","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.10,"Baldwin Bikes","Marcelene Boyer"
29,"2016-01-20","Laureen Barry","Orchard Park","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",1,1799.99,0.20,"Baldwin Bikes","Marcelene Boyer"
29,"2016-01-20","Laureen Barry","Orchard Park","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",2,269.99,0.05,"Baldwin Bikes","Marcelene Boyer"
30,"2016-01-20","Yvone Guerrero","Merrick","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",1,599.99,0.05,"Baldwin Bikes","Marcelene Boyer"
30,"2016-01-20","Yvone Guerrero","Merrick","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,429.00,0.07,"Baldwin Bikes","Marcelene Boyer"
30,"2016-01-20","Yvone Guerrero","Merrick","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.10,"Baldwin Bikes","Marcelene Boyer"
30,"2016-01-20","Yvone Guerrero","Merrick","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",1,2899.99,0.10,"Baldwin Bikes","Marcelene Boyer"
30,"2016-01-20","Yvone Guerrero","Merrick","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",2,3999.99,0.10,"Baldwin Bikes","Marcelene Boyer"
31,"2016-01-20","Edgar Quinn","Harlingen","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",2,1680.99,0.05,"Rowlett Bikes","Kali Vargas"
31,"2016-01-20","Edgar Quinn","Harlingen","Trek Conduit+ - 2016","Electric Bikes","Trek",2,2999.99,0.20,"Rowlett Bikes","Kali Vargas"
32,"2016-01-21","Kimbery Nieves","San Carlos","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",2,1799.99,0.07,"Santa Cruz Bikes","Genna Serrano"
32,"2016-01-21","Kimbery Nieves","San Carlos","Electra Townie Original 21D - 2016","Cruisers Bicycles","Electra",2,549.99,0.07,"Santa Cruz Bikes","Genna Serrano"
32,"2016-01-21","Kimbery Nieves","San Carlos","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",2,499.99,0.10,"Santa Cruz Bikes","Genna Serrano"
33,"2016-01-21","Verona O'neill","Selden","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",2,299.99,0.07,"Baldwin Bikes","Marcelene Boyer"
33,"2016-01-21","Verona O'neill","Selden","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",1,3999.99,0.10,"Baldwin Bikes","Marcelene Boyer"
34,"2016-01-22","Sarai Mckee","Buffalo","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",2,1799.99,0.07,"Baldwin Bikes","Marcelene Boyer"
34,"2016-01-22","Sarai Mckee","Buffalo","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.10,"Baldwin Bikes","Marcelene Boyer"
34,"2016-01-22","Sarai Mckee","Buffalo","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2,429.00,0.20,"Baldwin Bikes","Marcelene Boyer"
35,"2016-01-22","Neville Mcclain","West Hempstead","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.05,"Baldwin Bikes","Venita Daniel"
35,"2016-01-22","Neville Mcclain","West Hempstead","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",2,599.99,0.05,"Baldwin Bikes","Venita Daniel"
35,"2016-01-22","Neville Mcclain","West Hempstead","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.20,"Baldwin Bikes","Venita Daniel"
35,"2016-01-22","Neville Mcclain","West Hempstead","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.07,"Baldwin Bikes","Venita Daniel"
35,"2016-01-22","Neville Mcclain","West Hempstead","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.07,"Baldwin Bikes","Venita Daniel"
36,"2016-01-23","Shantel Gregory","West Islip","Trek Conduit+ - 2016","Electric Bikes","Trek",1,2999.99,0.07,"Baldwin Bikes","Marcelene Boyer"
36,"2016-01-23","Shantel Gregory","West Islip","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.05,"Baldwin Bikes","Marcelene Boyer"
36,"2016-01-23","Shantel Gregory","West Islip","Surly Wednesday Frameset - 2016","Mountain Bikes","Surly",2,999.99,0.20,"Baldwin Bikes","Marcelene Boyer"
37,"2016-01-25","Tomika Larson","Woodside","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",2,599.99,0.05,"Baldwin Bikes","Marcelene Boyer"
38,"2016-01-25","Lashandra Turner","Long Beach","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",2,3999.99,0.05,"Baldwin Bikes","Venita Daniel"
38,"2016-01-25","Lashandra Turner","Long Beach","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Electra",1,299.99,0.07,"Baldwin Bikes","Venita Daniel"
38,"2016-01-25","Lashandra Turner","Long Beach","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",1,499.99,0.20,"Baldwin Bikes","Venita Daniel"
38,"2016-01-25","Lashandra Turner","Long Beach","Surly Straggler - 2016","Cyclocross Bicycles","Surly",2,1549.00,0.10,"Baldwin Bikes","Venita Daniel"
38,"2016-01-25","Lashandra Turner","Long Beach","Electra Townie Original 21D - 2016","Comfort Bicycles","Electra",1,549.99,0.07,"Baldwin Bikes","Venita Daniel"
39,"2016-01-25","Travis Whitley","Saint Albans","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",2,269.99,0.20,"Baldwin Bikes","Venita Daniel"
39,"2016-01-25","Travis Whitley","Saint Albans","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",2,599.99,0.20,"Baldwin Bikes","Venita Daniel"
39,"2016-01-25","Travis Whitley","Saint Albans","Surly Wednesday Frameset - 2016","Mountain Bikes","Surly",2,999.99,0.05,"Baldwin Bikes","Venita Daniel"
39,"2016-01-25","Travis Whitley","Saint Albans","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",1,529.99,0.10,"Baldwin Bikes","Venita Daniel"
40,"2016-01-27","Darren Witt","Coachella","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,429.00,0.20,"Santa Cruz Bikes","Genna Serrano"
40,"2016-01-27","Darren Witt","Coachella","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Trek",2,1799.99,0.20,"Santa Cruz Bikes","Genna Serrano"
41,"2016-01-27","Ingeborg Ellison","Ithaca","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",1,1320.99,0.10,"Baldwin Bikes","Marcelene Boyer"
41,"2016-01-27","Ingeborg Ellison","Ithaca","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",2,449.00,0.20,"Baldwin Bikes","Marcelene Boyer"
41,"2016-01-27","Ingeborg Ellison","Ithaca","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",2,599.99,0.20,"Baldwin Bikes","Marcelene Boyer"
42,"2016-01-27","Corene Swanson","Rego Park","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,449.00,0.05,"Baldwin Bikes","Venita Daniel"
43,"2016-01-27","Elana Miles","Liverpool","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",2,269.99,0.10,"Baldwin Bikes","Venita Daniel"
43,"2016-01-27","Elana Miles","Liverpool","Electra Townie Original 21D - 2016","Cruisers Bicycles","Electra",2,549.99,0.05,"Baldwin Bikes","Venita Daniel"
44,"2016-01-28","Olympia Figueroa","Hopewell Junction","Trek Slash 8 27.5 - 2016","Mountain Bikes","Trek",1,3999.99,0.10,"Baldwin Bikes","Venita Daniel"
44,"2016-01-28","Olympia Figueroa","Hopewell Junction","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Electra",1,599.99,0.05,"Baldwin Bikes","Venita Daniel"
45,"2016-01-28","Carissa Cross","Huntington Station","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",2,2899.99,0.20,"Baldwin Bikes","Venita Daniel"
45,"2016-01-28","Carissa Cross","Huntington Station","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Electra",1,269.99,0.07,"Baldwin Bikes","Venita Daniel"
45,"2016-01-28","Carissa Cross","Huntington Station","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Electra",2,269.99,0.05,"Baldwin Bikes","Venita Daniel"
46,"2016-01-29","Eldridge Greer","Central Islip","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",1,429.00,0.10,"Baldwin Bikes","Venita Daniel"
47,"2016-01-29","Joshua Berg","Ossining","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Surly",1,469.99,0.05,"Baldwin Bikes","Venita Daniel"
47,"2016-01-29","Joshua Berg","Ossining","Electra Moto 1 - 2016","Cruisers Bicycles","Electra",1,529.99,0.10,"Baldwin Bikes","Venita Daniel"
47,"2016-01-29","Joshua Berg","Ossining","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",2,499.99,0.07,"Baldwin Bikes","Venita Daniel"
47,"2016-01-29","Joshua Berg","Ossining","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.20,"Baldwin Bikes","Venita Daniel"
48,"2016-01-30","Josephine Dale","Baldwinsville","Surly Straggler 650b - 2016","Cyclocross Bicycles","Surly",1,1680.99,0.10,"Baldwin Bikes","Venita Daniel"
48,"2016-01-30","Josephine Dale","Baldwinsville","Trek Fuel EX 8 29 - 2016","Mountain Bikes","Trek",1,2899.99,0.20,"Baldwin Bikes","Venita Daniel"
48,"2016-01-30","Josephine Dale","Baldwinsville","Heller Shagamaw Frame - 2016","Mountain Bikes","Heller",2,1320.99,0.10,"Baldwin Bikes","Venita Daniel"
48,"2016-01-30","Josephine Dale","Baldwinsville","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Electra",2,269.99,0.07,"Baldwin Bikes","Venita Daniel"
49,"2016-01-31","Taisha Vang","Shirley","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",2,269.99,0.07,"Baldwin Bikes","Marcelene Boyer"
50,"2016-01-31","Silas Tate","Corpus Christi","Surly Wednesday Frameset - 2016","Mountain Bikes","Surly",1,999.99,0.05,"Rowlett Bikes","Kali Vargas"
50,"2016-01-31","Silas Tate","Corpus Christi","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",2,599.99,0.07,"Rowlett Bikes","Kali Vargas"
50,"2016-01-31","Silas Tate","Corpus Christi","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",2,269.99,0.20,"Rowlett Bikes","Kali Vargas"
51,"2016-02-01","Jamaal Baker","Elmhurst","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Electra",1,269.99,0.05,"Baldwin Bikes","Venita Daniel"
51,"2016-02-01","Jamaal Baker","Elmhurst","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Electra",1,599.99,0.05,"Baldwin Bikes","Venita Daniel"
51,"2016-02-01","Jamaal Baker","Elmhurst","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Electra",2,599.99,0.20,"Baldwin Bikes","Venita Daniel"
52,"2016-02-03","Twana Arnold","Anaheim","Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Electra",1,499.99,0.07,"Santa Cruz Bikes","Mireya Copeland"
